ID_FALLA;FALLA_ID;FALLA;DESCRIPCION_FALLA;LOCALIZACION_FALLA;TIPIFICACION_FALLA;FALLA_REAL;IMPUTABILIDAD;INTERFAZ;MAL_ESCALADO_TERRENO;GRUPO_FALLA;FECHA_INICIO;FECHA_FIN;VERTICAL;NIVEL_2_VERTICAL;NIVEL_3_VERTICAL
2645;1804;1804;Servidor de Autenticación Restablecido;Plataforma;Servidor;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2646;1805;1805;Servidor de Correo Restablecido;Plataforma;Servidor;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2647;1812;1812;Manejo del usuario;Atendidos;Asesoria al cliente ;Sin Falla;CLIENTE;S;SI;NULL;2016-05-12 12:12:25.203;NULL;Cliente;Asesoria;Manejo Del Usuario
2648;1842;1842;Cambio de configuracion;Equipos;CPE de datos;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;Equipo;Configuracion Equipos;Configuracion de modem
2649;1846;1846;Cambio de Modem;Equipos;CPE de datos;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2650;1862;1862;Cliente repara el problema (Red int - Equipo);Cliente;Línea canalizada;Sin Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2651;1867;1867;Cambio contraseña;Atendidos;Asesoria al cliente ;Sin Falla;CLIENTE;S;NULL;NULL;2017-06-18 14:42:38.890;NULL;Cliente;Asesoria;Cambio Contraseña
2652;1887;1887;Reset al equipo terminal;Equipos;CPE de datos;Con Falla;UNE;S;SI;Reinicio de Equipo;2017-06-18 14:42:38.360;NULL;Equipo;Reset;Reset al Modem
2653;1888;1888;Atendio MEGAREGALO;Atendidos;Asesoria al cliente ;Sin Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2654;1889;1889;Aplican Restricciones Megaregalo;Atendidos;Asesoria al cliente ;Sin Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2655;2002;2002;Configuracion plataforma wimax;Plataforma;Configuración Plataforma;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2656;2003;2003;Reparacion Radio Base wimax;Plataforma;Hardware del Nodo;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;Plataforma Huawei;Plataforma TT;Plataforma Acceso WIMAX
2657;2004;2004;Direccionamiento antena wimax;Alusivo a UNE;Inalámbricos;Con Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2658;2106;2106;Equipo terminal quemado;Sin Descripcion;Sin Descripcion;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2659;2890;2890;Sin Descripcion;Sin Descripcion;Sin Descripcion;Sin Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2660;3100;3100;Adicion de antena;Sin Descripcion;Sin Descripcion;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2661;3101;3101;Cliente Ilocalizado prueba OK;Cliente;Sin Descripcion;Sin Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2662;3102;3102;Cliente Ilocalizado prueba mal;Sin Descripcion;Sin Descripcion;Sin Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2663;5007;5007;Cliente no encontrado programar agenda;Atendidos;Asesoria al cliente ;Sin Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2664;5050;5050;Sin Descripcion;Sin Descripcion;Sin Descripcion;Sin Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2665;5727;5727;Sin falla;Atendidos;Cliente sin falla sin visita;Sin Falla;CLIENTE;S;SI;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2666;5800;5800;Cliente confirma señal (sin visita);Atendidos;Cliente sin falla sin visita;Sin Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2667;5801;5801;No se requiere reparacion ( confirmado en terreno) Cliente;Atendidos;Cliente sin falla con visita;Sin Falla;CLIENTE;S;SI;Se encontro bueno;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2668;5802;5802;Cliente no encontrado programar agenda;Atendidos;Asesoria al cliente ;Sin Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2669;5803;5803;Cita incumplida por el cliente;Atendidos;Asesoria al cliente ;Sin Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2670;5804;5804;Cita incumplida por UNE;Atendidos;Asesoria al cliente ;Sin Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2671;5810;5810;Reparacion cable coaxial en drop del cliente;Cliente;Red de abonado;Con Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2672;5811;5811;Cambio de elementos pasivos en drop del cliente;Cliente;Red de abonado;Con Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2673;5812;5812;Traslado de extención;Red Distribución;Rehubicación de Red;Sin Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2674;5813;5813;Reparacion conexiones RF en drop del cliente;Cliente;Red de abonado;Con Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2675;5814;5814;Ajuste  cable de datos (UTP- USB);Cliente;Cable de datos;Con Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2676;5815;5815;Se retira fraude en red de abonado;Cliente;Red de abonado;Sin Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2677;5816;5816;Servicio suspendido temporalmente-pago;Atendidos;Asesoria al cliente ;Sin Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2678;5817;5817;Cambio/Retiro extension antitecnica;Cliente;Cable de ellos;Con Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2679;5818;5818;Servicio reconectado;Cliente;Red de abonado;Sin Falla;UNE;S;NULL;NULL;2017-06-18 14:42:38.060;NULL;Plataforma TigoUne;Plataforma TI;Proceso De Reconexion 
2680;5819;5819;Se aterriza red;Red Troncal HFC;Red Troncal HFC;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2681;5820;5820;Reparacion cable coaxial en red troncal;Red Troncal HFC;Red Troncal HFC;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2682;5821;5821;Cambio de elementos pasivos en red troncal;Red Troncal HFC;Red Troncal HFC;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2683;5822;5822;Reparacion conexiones en red troncal;Red Troncal HFC;Red Troncal HFC;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2684;5823;5823;Reparación en fuente;Red Troncal HFC;Fuebtes red HFC;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;Infraestructura;Red Externa HFC;Fuente De Energia
2685;5824;5824;Reparación en amplificador;Red Troncal HFC;Amplificador HFC;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;Infraestructura;Red Externa HFC;Amplificador HFC
2686;5825;5825;Cambio insertor de poder;Red Troncal HFC;Red Troncal HFC;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;Infraestructura;Red Externa HFC;Fuente
2687;5826;5826;Reparacion en Nodo;Red Troncal HFC;Nodo HFC;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;Infraestructura;Red Externa HFC;Nodo HFC
2688;5827;5827;Balanceo de nodo FW;Red Troncal HFC;Nodo HFC;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;Infraestructura;Red Externa HFC;Nodo HFC
2689;5828;5828;Balanceo de amplificador FW;Red Troncal HFC;Amplificador HFC;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;Infraestructura;Red Externa HFC;Amplificador HFC
2690;5829;5829;Balanceo de amplificador RV;Red Troncal HFC;Amplificador HFC;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;Infraestructura;Red Externa HFC;Amplificador HFC
2691;5830;5830;Balanceo de nodo RV;Red Troncal HFC;Nodo HFC;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;Infraestructura;Red Externa HFC;Nodo HFC
2692;5831;5831;Reparacion de conexiones en CDI;Red Distribución;CDI;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2693;5832;5832;Cambio de elementos pasivos en CDI;Red Distribución;CDI;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2694;5833;5833;Fluido electrico restablecido;Red Troncal HFC;Fuebtes red HFC;Con Falla;UNE;S;NULL;NULL;2017-06-18 14:42:38.740;NULL;Infraestructura;Red Externa HFC;Fluido Electrico
2695;5834;5834;Reparacion cable coaxial red interna;Cliente;Red interna;Con Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2696;5835;5835;Cambio de elementos pasivos red interna;Cliente;Red interna;Con Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2697;5836;5836;Reparacion en conexiones en red interna;Cliente;Red interna;Con Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2698;5837;5837;Instalacion fuente standby;Red Troncal HFC;Fuebtes red HFC;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2699;5838;5838;Instalacion fuente no standby;Red Troncal HFC;Fuebtes red HFC;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2700;5839;5839;Se retira fraude en red troncal;Red Troncal HFC;Red Troncal HFC;Sin Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2701;5840;5840;Reubicacion red HFC;Red Distribución;Rehubicación de Red;Sin Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2702;5841;5841;Reposicion de Tap hurtado;Red Troncal HFC;Red Troncal HFC;Hurto/Daño infraestructura;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2703;5842;5842;Robo Amplificador;Otros;Orden Publico;Hurto/Daño infraestructura;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2704;5843;5843;Robo elemento en la fuente.(batería, modulo);Otros;Orden Publico;Hurto/Daño infraestructura;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2705;5844;5844;Robo de elemento pasivo.(TAP-dc-insertor de poder y spliter);Otros;Orden Publico;Hurto/Daño infraestructura;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2706;5850;5850;Reparacion fibra optica;Red Distribución;Fibra optica;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;Infraestructura;Red Externa;Fibra
2707;5852;5852;Reparacion en particion de nodo;Red Troncal HFC;Expansión de red;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2708;5853;5853;Reparacion en ampliacion de red;Red Troncal HFC;Expansión de red;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2709;5854;5854;Reparacion en ampliacion de upstream;Red Troncal HFC;Expansión de red;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2710;5855;5855;Reparacion en instalacion reciente;Cliente;Red interna;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2711;5860;5860;Cambio de tx optico FW;Red Distribución;Tx optico;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2712;5861;5861;Cambio de Tx optico RV;Red Distribución;Tx optico;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2713;5862;5862;Cambio de Rx optico Fw;Red Distribución;Rx optico;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;Infraestructura;Red Externa HFC;Receptor Optico
2714;5863;5863;Cambio de Rx optico RV;Red Distribución;Rx optico;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2715;5875;5875;Reinicio Cable Modem;Equipos;CPE de datos;Con Falla;CLIENTE;S;SI;Reinicio de Equipo;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2716;5876;5876;Configuración velocidad de acceso;Plataforma;Configuración Plataforma;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2717;5877;5877;Configuracion o instalacion de softphone;Equipos;Software del cliente;Sin Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2718;5878;5878;Configuracion tarjeta de red;Equipos;Hardware del cliente;Sin Falla;CLIENTE;S;NULL;NULL;2017-06-18 14:42:38.587;NULL;Cliente;Equipos Cliente;Hardware De Usuario
2719;5879;5879;Configuracion en CPE (TV- VHS- Deco- CM);Equipos;CPE de datos;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2720;5880;5880;TV con problemas tecnicos;Equipos;Televisor;Sin Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;Cliente;Equipos Cliente;Hardware De Usuario
2721;5881;5881;Cambio cables UTP - USB;Cliente;Cable de datos;Con Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2722;5882;5882;Cambio de Modem;Equipos;CPE de datos;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2723;5883;5883;Cambio fuente equipo terminal;Equipos;CPE de datos;Con Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2724;5884;5884;Cambio Deco;Equipos;Deco;Con Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2725;5884;5884;Cambio Deco;Equipos;Deco;Con Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2726;5885;5885;Cambio control remoto;Equipos;Control Remoto TV;Sin Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;Equipo;Inconveniente Equipo;Inconveniente con Control Remoto
2727;5886;5886;Problemas del hardware del usuario;Equipos;Hardware del cliente;Sin Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2728;5887;5887;Problemas software del usuario;Equipos;Software del cliente;Sin Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;Cliente;Equipos Cliente;Software De Usuario
2729;5890;5890;Plataforma restablecida;Plataforma;Recuperación Plataforma;Con Falla;UNE;S;SI;NULL;2016-05-12 12:12:25.203;NULL;Plataforma Huawei;Falla de Servicio;Causa Comun
2730;5891;5891;Canal internacional restablecido;Plataforma;Recuperación Plataforma;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2731;5892;5892;Visita;Atendidos;Local cerrado- desocupado;Sin Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2732;5893;5893;Cambio de conector RF;Red Distribución;Red de distribución;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2733;5894;5894;Configuración en casa del cliente;Cliente;Configuración Equipos ;Con Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2734;5895;5895;Reemplazo;Atendidos;Local cerrado- desocupado;Sin Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2735;5896;5896;Reinicio- Falla de energia Cabecera;Plataforma;Recuperación Plataforma;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2736;5897;5897;Sistema de información;Otros;Otros;Sin Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2737;5898;5898;Reseteo;Equipos;CPE de datos;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2738;5899;5899;Adicion de Conector RF;Equipos;CPE de datos;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2739;5900;5900;Solucionado 2do Nivel;Atendidos;Alusivo al cliente;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2740;5902;5902;Correccion  recarga cliente;Atendidos;Alusivo al cliente;Con Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2741;5903;5903;Correccion consumos cliente;Atendidos;Alusivo al cliente;Con Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2742;5904;5904;Actualizacion velocidad ;Plataforma;Configuración Plataforma;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2743;5905;5905;Resarcimiento;Atendidos;Alusivo al cliente;Sin Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2744;5906;5906;Normalizacion Servicio Portal;Plataforma;Recuperación Plataforma;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;Plataforma TigoUne;Plataforma TI;Inconveniente Portal
2745;5907;5907;Manejo Uen;Atendidos;Asesoria al cliente ;Sin Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2746;5908;5908;Cambio Portafolio;Atendidos;Alusivo al cliente;Sin Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2747;5909;5909;Instalacion par dedicado;Planta Externa;Cable primario;Con Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2748;5910;5910;Correccion Puente distribuidor;Planta Externa;Distribuidor;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2749;5913;5913;Escala cambio serial Simcard;Equipos;Hardware del cliente;Con Falla;CLIENTE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2750;5914;5914;Problema servidor de juegos;Plataforma;Servidor;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2751;5915;5915;Cambio del STB HD;Equipos;Deco;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2752;5916;5916;Problema Servidor Grabaciones;Plataforma;Servidor;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2753;5917;5917;Problema eléctrico STB HD;Equipos;Deco;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2754;5918;5918;Reiniciar STB HD;Equipos;Deco;Con Falla;UNE;S;SI;Reinicio de Equipo;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2755;5919;5919;Cambio switche;Equipos;CPE de datos;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2756;5920;5920;Cambio Fuente CPE;Equipos;CPE de datos;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2757;5921;5921;Cambio Ficho Protector Central;Planta Externa;Distribuidor;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2758;5922;5922;Cambio Ficho Protector Adin;Planta Externa;Armario;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;Infraestructura;DSLAM;Cambio Ficho
2759;5923;5923;Activacion linea prepago;Planta Externa;Armario;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2760;5924;5924;Fuera de cobertura;Alusivo a UNE;Inalámbricos;Sin Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;Reconfiguracion Oferta;Inviabilidad Tecnica;Infraestructura
2761;5925;5925;Activacion linea en HLR;Planta Externa;Armario;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2762;6141;6141;Problemas con la red de transporte VLAN;Plataforma;Recuperación Plataforma;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2763;6142;6142;Problemas de encriptación con las llaves de seguridad;Plataforma;Recuperación Plataforma;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2764;6143;6143;Problemas de red con tráfico unicast;Plataforma;Recuperación Plataforma;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2765;6144;6144;Problemas en IPLEX;Plataforma;Recuperación Plataforma;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2766;6145;6145;Problemas plataforma VOD;Plataforma;Recuperación Plataforma;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2767;6146;6146;Problemas en red (Core- Metro- IP DSLAM);Plataforma;Recuperación Plataforma;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2768;6147;6147;Problemas en plataformas RTES;Plataforma;Recuperación Plataforma;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2769;6148;6148;Problemas en Receptores;Plataforma;Recuperación Plataforma;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2770;6149;6149;Problemas Fenix;Plataforma;Recuperación Plataforma;Sin Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2771;6150;6150;Problemas Mediación;Plataforma;Recuperación Plataforma;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2772;6151;6151;Problemas red IDC;Plataforma;Recuperación Plataforma;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2773;6156;6156;Arreglo Caracteristicas;Red Distribución;Red de distribución;Sin Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2774;6296;6296;Servicios Middleware;Plataforma;Recuperación Plataforma;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2775;6297;6297;Suiche no enciende;Equipos;CPE de datos;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2776;6299;6299;STB HD Control no funciona;Equipos;Deco;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2777;6300;6300;STB HD averiado;Equipos;Deco;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2778;6301;6301;Servidor GOOGLE - Aplicaciones;Plataforma;Servidor;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2779;6302;6302;Cambio de STB;Equipos;Deco;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;Equipo;Inconveniente Equipo;Inconveniente con equipo
2780;6303;6303;AXESS Actualización Firmware;Equipos;CPE de datos;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2781;6304;6304;Cambio configuración WIFI;Equipos;CPE de datos;Con Falla;UNE;S;SI;NULL;2016-05-12 12:12:25.203;NULL;Equipo;Configuracion Equipos;Configuracion modem
2782;6305;6305;AXESS Cambio parámetro dispositivo;Equipos;CPE de datos;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2783;6306;6306;Cambio equipo terminal no cumple TR-69;Equipos;CPE de datos;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2784;6307;6307;Cambio de cable RCA del STB;Equipos;Deco;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2785;6308;6308;Cambio de cable HDMI del STB;Equipos;Deco;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2786;6309;6309; AXESS Reinicio registro telefonía;Equipos;CPE de datos;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2787;6310;6310;Reinicio equipo terminal;Equipos;CPE de datos;Con Falla;UNE;S;SI;Reinicio de Equipo;2016-05-12 12:12:25.203;NULL;Equipo;Reinicio;Reinicio Modem
2788;6311;6311;AXESS Re-aprovisionamiento dispositivo;Equipos;CPE de datos;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2789;6312;6312;AXESS Configuración DMZ;Equipos;CPE de datos;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2790;6313;6313;AXESS Restauración configuración fábrica;Equipos;CPE de datos;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2791;6314;6314;AXESS Re-Aprovisionamiento IPTV;Equipos;CPE de datos;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2792;6315;6315;AXESS Re-Aprovisionamiento INTER;Equipos;CPE de datos;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2793;6316;6316;AXESS Re-Aprovisionamiento TOIP;Equipos;CPE de datos;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2794;6317;6317;AXESS Cambio configuración de puertos;Equipos;CPE de datos;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
2795;6318;6318;AXESS Cambio de un parámetro del dispositivo;Equipos;CPE de datos;Con Falla;UNE;S;NULL;NULL;2016-05-12 12:12:25.203;NULL;NULL;NULL;NULL
