ID_FALLA;FALLA_ID;FALLA;DESCRIPCION_FALLA;LOCALIZACION_FALLA;TIPIFICACION_FALLA;FALLA_REAL;IMPUTABILIDAD;INTERFAZ;MAL_ESCALADO_TERRENO;GRUPO_FALLA;FECHA_INICIO;FECHA_FIN;VERTICAL;NIVEL_2_VERTICAL;NIVEL_3_VERTICAL
8695;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-20 03:06:40.647;NULL;NULL;NULL;NULL
8696;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-20 03:06:40.647;NULL;NULL;NULL;NULL
8697;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-20 03:06:40.647;NULL;NULL;NULL;NULL
8698;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-20 05:43:10.547;NULL;NULL;NULL;NULL
8699;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-20 05:43:10.547;NULL;NULL;NULL;NULL
8700;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-21 03:07:21.133;NULL;NULL;NULL;NULL
8701;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-21 03:07:21.133;NULL;NULL;NULL;NULL
8702;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-21 03:07:21.133;NULL;NULL;NULL;NULL
8703;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-21 05:46:34.760;NULL;NULL;NULL;NULL
8704;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-21 05:46:34.760;NULL;NULL;NULL;NULL
8705;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-21 18:52:09.160;NULL;NULL;NULL;NULL
8706;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-21 18:52:09.160;NULL;NULL;NULL;NULL
8707;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-21 20:07:42.663;NULL;NULL;NULL;NULL
8708;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-21 20:07:42.663;NULL;NULL;NULL;NULL
8709;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-22 03:06:28.190;NULL;NULL;NULL;NULL
8710;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-22 03:06:28.190;NULL;NULL;NULL;NULL
8711;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-22 03:06:28.190;NULL;NULL;NULL;NULL
8712;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-22 05:32:21.993;NULL;NULL;NULL;NULL
8713;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-22 05:32:21.993;NULL;NULL;NULL;NULL
8714;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-23 03:05:50.623;NULL;NULL;NULL;NULL
8715;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-23 03:05:50.623;NULL;NULL;NULL;NULL
8716;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-23 03:05:50.623;NULL;NULL;NULL;NULL
8717;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-23 05:31:00.087;NULL;NULL;NULL;NULL
8718;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-23 05:31:00.087;NULL;NULL;NULL;NULL
8719;SP15;SP15;Reinicio del equipo Smart Play;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-23 05:31:00.087;NULL;NULL;NULL;NULL
8720;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-24 03:07:34.043;NULL;NULL;NULL;NULL
8721;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-24 03:07:34.043;NULL;NULL;NULL;NULL
8722;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-24 03:07:34.043;NULL;NULL;NULL;NULL
8723;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-24 05:32:00.193;NULL;NULL;NULL;NULL
8724;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-24 05:32:00.193;NULL;NULL;NULL;NULL
8725;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-25 03:08:23.937;NULL;NULL;NULL;NULL
8726;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-25 03:08:23.937;NULL;NULL;NULL;NULL
8727;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-25 03:08:23.937;NULL;NULL;NULL;NULL
8728;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-25 11:28:54.040;NULL;NULL;NULL;NULL
8729;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-25 11:28:54.040;NULL;NULL;NULL;NULL
8730;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-26 03:07:07.370;NULL;NULL;NULL;NULL
8731;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-26 03:07:07.370;NULL;NULL;NULL;NULL
8732;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-26 03:07:07.370;NULL;NULL;NULL;NULL
8733;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-26 05:38:36.360;NULL;NULL;NULL;NULL
8734;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-26 05:38:36.360;NULL;NULL;NULL;NULL
8735;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-27 03:06:41.590;NULL;NULL;NULL;NULL
8736;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-27 03:06:41.590;NULL;NULL;NULL;NULL
8737;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-27 03:06:41.590;NULL;NULL;NULL;NULL
8738;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-27 05:40:28.933;NULL;NULL;NULL;NULL
8739;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-27 05:40:28.933;NULL;NULL;NULL;NULL
8740;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-28 03:11:07.887;NULL;NULL;NULL;NULL
8741;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-28 03:11:07.887;NULL;NULL;NULL;NULL
8742;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-28 03:11:07.887;NULL;NULL;NULL;NULL
8743;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-28 09:54:22.907;NULL;NULL;NULL;NULL
8744;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-28 09:54:22.907;NULL;NULL;NULL;NULL
8745;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-28 13:39:55.880;NULL;NULL;NULL;NULL
8746;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-28 13:39:55.880;NULL;NULL;NULL;NULL
8747;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-29 03:11:54.007;NULL;NULL;NULL;NULL
8748;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-29 03:11:54.007;NULL;NULL;NULL;NULL
8749;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-29 03:11:54.007;NULL;NULL;NULL;NULL
8750;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-29 05:45:55.920;NULL;NULL;NULL;NULL
8751;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-29 05:45:55.920;NULL;NULL;NULL;NULL
8752;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-30 03:08:20.073;NULL;NULL;NULL;NULL
8753;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-30 03:08:20.073;NULL;NULL;NULL;NULL
8754;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-30 03:08:20.073;NULL;NULL;NULL;NULL
8755;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-30 05:32:24.890;NULL;NULL;NULL;NULL
8756;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-30 05:32:24.890;NULL;NULL;NULL;NULL
8757;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-31 03:10:48.687;NULL;NULL;NULL;NULL
8758;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-31 03:10:48.687;NULL;NULL;NULL;NULL
8759;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-31 03:10:48.687;NULL;NULL;NULL;NULL
8760;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-08-31 05:39:47.517;NULL;NULL;NULL;NULL
8761;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-01 03:07:42.880;NULL;NULL;NULL;NULL
8762;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-01 03:07:42.880;NULL;NULL;NULL;NULL
8763;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-01 03:07:42.880;NULL;NULL;NULL;NULL
8764;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-01 05:51:01.997;NULL;NULL;NULL;NULL
8765;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-02 03:07:17.840;NULL;NULL;NULL;NULL
8766;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-02 03:07:17.840;NULL;NULL;NULL;NULL
8767;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-02 03:07:17.840;NULL;NULL;NULL;NULL
8768;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-02 05:43:05.240;NULL;NULL;NULL;NULL
8769;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-03 03:07:19.287;NULL;NULL;NULL;NULL
8770;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-03 03:07:19.287;NULL;NULL;NULL;NULL
8771;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-03 03:07:19.287;NULL;NULL;NULL;NULL
8772;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-03 05:36:20.960;NULL;NULL;NULL;NULL
8773;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-04 03:06:39.947;NULL;NULL;NULL;NULL
8774;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-04 03:06:39.947;NULL;NULL;NULL;NULL
8775;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-04 03:06:39.947;NULL;NULL;NULL;NULL
8776;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-04 05:43:55.170;NULL;NULL;NULL;NULL
8777;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-05 03:07:13.883;NULL;NULL;NULL;NULL
8778;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-05 03:07:13.883;NULL;NULL;NULL;NULL
8779;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-05 03:07:13.883;NULL;NULL;NULL;NULL
8780;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-05 05:37:27.477;NULL;NULL;NULL;NULL
8781;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-05 07:39:08.407;NULL;NULL;NULL;NULL
8782;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-05 07:39:08.407;NULL;NULL;NULL;NULL
8783;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-05 07:39:08.407;NULL;NULL;NULL;NULL
8784;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-06 03:07:43.300;NULL;NULL;NULL;NULL
8785;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-06 03:07:43.300;NULL;NULL;NULL;NULL
8786;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-06 03:07:43.300;NULL;NULL;NULL;NULL
8787;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-06 05:41:29.600;NULL;NULL;NULL;NULL
8788;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-07 03:06:19.663;NULL;NULL;NULL;NULL
8789;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-07 03:06:19.663;NULL;NULL;NULL;NULL
8790;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-07 03:06:19.663;NULL;NULL;NULL;NULL
8791;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-07 05:44:41.040;NULL;NULL;NULL;NULL
8792;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-07 05:44:41.040;NULL;NULL;NULL;NULL
8793;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-08 03:06:48.787;NULL;NULL;NULL;NULL
8794;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-08 03:06:48.787;NULL;NULL;NULL;NULL
8795;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-08 03:06:48.787;NULL;NULL;NULL;NULL
8796;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-08 05:37:19.083;NULL;NULL;NULL;NULL
8797;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-08 05:37:19.083;NULL;NULL;NULL;NULL
8798;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-09 03:07:17.543;NULL;NULL;NULL;NULL
8799;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-09 03:07:17.543;NULL;NULL;NULL;NULL
8800;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-09 03:07:17.543;NULL;NULL;NULL;NULL
8801;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-09 05:40:51.310;NULL;NULL;NULL;NULL
8802;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-09 05:40:51.310;NULL;NULL;NULL;NULL
8803;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-10 03:16:49.830;NULL;NULL;NULL;NULL
8804;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-10 03:16:49.830;NULL;NULL;NULL;NULL
8805;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-10 03:16:49.830;NULL;NULL;NULL;NULL
8806;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-10 05:41:51.317;NULL;NULL;NULL;NULL
8807;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-10 05:41:51.317;NULL;NULL;NULL;NULL
8808;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-10 07:12:03.210;NULL;NULL;NULL;NULL
8809;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-10 07:12:03.210;NULL;NULL;NULL;NULL
8810;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-10 07:12:03.210;NULL;NULL;NULL;NULL
8811;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-11 03:06:56.280;NULL;NULL;NULL;NULL
8812;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-11 03:06:56.280;NULL;NULL;NULL;NULL
8813;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-11 03:06:56.280;NULL;NULL;NULL;NULL
8814;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-11 05:37:59.597;NULL;NULL;NULL;NULL
8815;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-11 05:37:59.597;NULL;NULL;NULL;NULL
8816;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-12 03:13:50.500;NULL;NULL;NULL;NULL
8817;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-12 03:13:50.500;NULL;NULL;NULL;NULL
8818;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-12 03:13:50.500;NULL;NULL;NULL;NULL
8819;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-12 05:47:38.727;NULL;NULL;NULL;NULL
8820;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-12 05:47:38.727;NULL;NULL;NULL;NULL
8821;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-13 03:06:25.347;NULL;NULL;NULL;NULL
8822;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-13 03:06:25.347;NULL;NULL;NULL;NULL
8823;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-13 03:06:25.347;NULL;NULL;NULL;NULL
8824;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-13 05:39:57.940;NULL;NULL;NULL;NULL
8825;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-13 05:39:57.940;NULL;NULL;NULL;NULL
8826;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-14 03:06:40.190;NULL;NULL;NULL;NULL
8827;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-14 03:06:40.190;NULL;NULL;NULL;NULL
8828;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-14 03:06:40.190;NULL;NULL;NULL;NULL
8829;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-14 05:42:03.493;NULL;NULL;NULL;NULL
8830;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-14 05:42:03.493;NULL;NULL;NULL;NULL
8831;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-15 03:08:14.883;NULL;NULL;NULL;NULL
8832;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-15 03:08:14.883;NULL;NULL;NULL;NULL
8833;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-15 03:08:14.883;NULL;NULL;NULL;NULL
8834;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-15 05:34:15.283;NULL;NULL;NULL;NULL
8835;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-15 05:34:15.283;NULL;NULL;NULL;NULL
8836;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-16 03:09:01.560;NULL;NULL;NULL;NULL
8837;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-16 03:09:01.560;NULL;NULL;NULL;NULL
8838;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-16 03:09:01.560;NULL;NULL;NULL;NULL
8839;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-16 05:44:47.267;NULL;NULL;NULL;NULL
8840;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-16 05:44:47.267;NULL;NULL;NULL;NULL
8841;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-17 03:09:47.883;NULL;NULL;NULL;NULL
8842;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-17 03:09:47.883;NULL;NULL;NULL;NULL
8843;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-17 03:09:47.883;NULL;NULL;NULL;NULL
8844;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-17 05:36:13.507;NULL;NULL;NULL;NULL
8845;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-17 05:36:13.507;NULL;NULL;NULL;NULL
8846;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-18 03:08:25.563;NULL;NULL;NULL;NULL
8847;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-18 03:08:25.563;NULL;NULL;NULL;NULL
8848;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-18 03:08:25.563;NULL;NULL;NULL;NULL
8849;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-18 05:45:59.217;NULL;NULL;NULL;NULL
8850;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-18 05:45:59.217;NULL;NULL;NULL;NULL
8851;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-19 03:09:09.933;NULL;NULL;NULL;NULL
8852;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-19 03:09:09.933;NULL;NULL;NULL;NULL
8853;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-19 03:09:09.933;NULL;NULL;NULL;NULL
8854;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-19 05:44:38.313;NULL;NULL;NULL;NULL
8855;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-19 05:44:38.313;NULL;NULL;NULL;NULL
8856;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-20 03:08:54.837;NULL;NULL;NULL;NULL
8857;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2018-09-20 03:08:54.837;NULL;NULL;NULL;NULL
